画像処理,3,
OpenCV,4,
Pattern Matching,1,
パターンマッチング,1,
Objective-C,1,
Machine Learning,2,
binarization,1,
2値化,1,
ガジェット,1,
モーター,1,
Arduino,1,
3D Print,1,
レーザーカッター,1,
Arduino x iOS,3,
ハードウェア,2,
機械学習,1,
experiment,1,
筺体,1,
豆,1,
選別,2,
sorting,1,
coffee,1,
beans,1,
preview,1,https://vimeo.com/163784349
good,1,
bad,1,
Laser Cutter,1,
IAMAS,2,
Study,1,
Image Processing,2,
