町,1
看板,1
文字,1
データ,2
きれい,1
フォント,4
魅力,4
不思議,1
人間味,1
のら,4
プロジェクト,3
風雨,1
経年,1
素材,1
様子,1
古道具,1
民,2
藝,2
積極,1
形状,1
コンピュータ,1
可能,1
ウェブ,1
上,1
ユーザー,1
後世,1
代金,1
持ち主,1
地方,1
都市,1
景観,1
タイポグラフィ,1
