短編,3
アニメーション,4
自由,1
パーソナル,1
単位,1
長編,2
試み,1
以前,1
スタイル,1
方法,1
各々,1
作品,1
ルール,1
日本,2
独自,2
連句,1
従来,1
一線,1
必然,1
本,2
形態,1
新た,1
可能,1
文化,1
年度,1
最大,1
作家,1
華やか,1
普段,1
人,1
