コンピュータ,1
ミシン,1
データ,4
pes,1
バイナリ,1
進数,1
情報,1
針,1
動き,1
直接,1
グリッチ,2
Glitch,1
作品,2
機器,1
そのもの,1
可能,1
状態,2
今回,1
