画像処理,3,
iPad,1,
Camera,3,
Exposure,4,
連続撮影,1,
露光,3,
shooting,2,
continuous,2,
YCAM,2,
ワークショップ,1,
Workshop,1,
光,1,
アート,3,
Art,3,
Light,1,
track,2,
軌跡,1,
Objective-C,1,
Effect,2,
GPUImage,3,
Overlay,1,
OpenGL,1,
iOS,1,
Export,2,
GitHub,1,https://github.com/mitsuyacider/ClapLight
